PROJECTID,DESCRIPTION,METHODOLOGY,INDUSTRY,STDAT,ECC,S/4HANA,BTP,RAP,CAP,DATAREPLICATION,BAS,MOBILEDEVLOPMENT,GENAI,NARROWAI,NOPACK,COMPLEXITY,REGION,UI,BE,CNF,FUNAI,UX,TRANSLATION,TESTING,SPRINT0
P9222,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9223,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9224,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9225,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9226,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9227,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9228,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,1,100,455.0000,1069,98,210.5,50,0,477,60
P9229,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9230,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9231,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9232,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9233,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9234,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9235,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9236,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9237,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9238,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9239,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,1,100,455.0000,1478,98,249.47,50,0,485,75
P9240,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,0,10,2,1,225.0000,287,0,81,25,50,231,31.25
P9241,BEELINE,Agile,Cross,45292,0,1,0,0,0,0,0,0,0,0,10,2,1,287.5000,365,0,104,30,63,295,37.5
P9242,BEELINE,Agile,Cross,45292,0,0,1,0,0,0,0,0,0,0,10,2,1,0.0000,5,25,0,0,1,1,6.25
P9243,BEELINE,Agile,Cross,45292,0,0,0,1,0,0,0,0,0,0,10,2,1,0.0000,5,18.75,0,0,1,1,6.25
P9244,BEELINE,Agile,Cross,45292,0,0,0,0,1,0,0,0,0,0,10,2,1,0.0000,5,18.75,0,0,1,1,6.25
P9245,BEELINE,Agile,Cross,45292,0,0,0,0,0,1,0,0,0,0,10,2,1,0.0000,5,28.75,0,0,1,1,6.25
P9246,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,1,0,0,0,10,2,1,0.0000,5,18.75,0,0,1,1,6.25
P9247,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,1,0,0,10,2,1,350.0000,443,12.5,126,35,77,359,50
P9248,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,1,0,10,2,1,0.0000,112,0,46.5,0,13,3,6.25
P9249,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,0,1,10,2,1,0.0000,51,0,38.97,0,8,2,6.25
P9250,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,1,400.0000,505,0,144,40,88,411,50
P9251,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,1,400.0000,505,0,144,40,88,411,50
P9252,BEELINE,Agile,Cross,45292,1,0,1,0,0,0,0,0,0,0,10,2,1,225.0000,287,25,81,25,50,231,31.25
P9253,BEELINE,Agile,Cross,45292,1,0,0,1,0,0,0,0,0,0,10,2,1,225.0000,287,18.75,81,25,50,231,31.25
P9254,BEELINE,Agile,Cross,45292,1,0,0,0,1,0,0,0,0,0,10,2,1,225.0000,287,18.75,81,25,50,231,31.25
P9255,BEELINE,Agile,Cross,45292,1,0,0,0,0,1,0,0,0,0,10,2,1,225.0000,292,28.75,81,25,50,231,31.25
P9256,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,1,0,0,0,10,2,1,225.0000,287,18.75,81,25,50,231,31.25
P9257,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,1,0,0,10,2,1,462.5000,584,12.5,167,50,102,475,62.5
P9258,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,1,0,10,2,1,225.0000,581,0,127.5,25,77,237,43.75
P9259,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,1,10,2,1,225.0000,438,0,119.97,25,65,234,37.5
P9260,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,1,400.0000,505,0,144,40,88,411,50
P9261,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,1,400.0000,505,0,144,40,88,411,50
P9262,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,1,400.0000,505,25,144,40,88,411,56.25
P9263,BEELINE,Agile,Cross,45292,1,1,0,1,0,0,0,0,0,0,10,2,1,400.0000,505,18.75,144,40,88,411,56.25
P9264,BEELINE,Agile,Cross,45292,1,1,0,0,1,0,0,0,0,0,10,2,1,400.0000,505,18.75,144,40,88,411,56.25
P9265,BEELINE,Agile,Cross,45292,1,1,0,0,0,1,0,0,0,0,10,2,1,400.0000,513,28.75,144,40,88,411,56.25
P9266,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,1,0,0,0,10,2,1,400.0000,505,18.75,144,40,88,411,56.25
P9267,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,1,0,0,10,2,1,568.7500,716,12.5,205,60,124,584,75
P9268,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,1,0,10,2,1,400.0000,944,0,190.5,40,126,419,68.75
P9269,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,1,10,2,1,400.0000,738,0,182.97,40,109,415,62.5
P9270,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,1,400.0000,505,25,144,40,88,411,56.25
P9271,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,1,400.0000,505,25,144,40,88,411,56.25
P9272,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,1,400.0000,505,25,144,40,88,411,56.25
P9273,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9274,BEELINE,Agile,Cross,45292,1,1,1,0,1,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9275,BEELINE,Agile,Cross,45292,1,1,1,0,0,1,0,0,0,0,10,2,1,400.0000,513,53.75,144,40,88,411,56.25
P9276,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,1,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9277,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,1,0,0,10,2,1,568.7500,716,37.5,205,60,124,584,75
P9278,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,1,0,10,2,1,400.0000,944,25,190.5,40,126,419,68.75
P9279,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,1,10,2,1,400.0000,738,25,182.97,40,109,415,62.5
P9280,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9281,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9282,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9283,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,1,400.0000,505,43.75,144,40,88,411,56.25
P9284,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9285,BEELINE,Agile,Cross,45292,1,1,1,1,0,1,0,0,0,0,10,2,1,400.0000,513,72.5,144,40,88,411,56.25
P9286,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,1,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9287,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,1,0,0,10,2,1,568.7500,716,56.25,205,60,124,584,75
P9288,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,1,0,10,2,1,400.0000,944,43.75,190.5,40,126,419,68.75
P9289,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,1,10,2,1,400.0000,738,43.75,182.97,40,109,415,62.5
P9290,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9291,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9292,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9293,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9294,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,1,400.0000,505,62.5,144,40,88,411,56.25
P9295,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9296,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,1,0,0,0,10,2,1,400.0000,505,81.25,144,40,88,411,56.25
P9297,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,1,0,0,10,2,1,568.7500,716,75,205,60,124,584,75
P9298,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,1,0,10,2,1,400.0000,944,62.5,190.5,40,126,419,68.75
P9299,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,1,10,2,1,400.0000,738,62.5,182.97,40,109,415,62.5
P9300,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9301,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9302,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9303,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9304,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9305,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,1,400.0000,513,91.25,144,40,88,411,56.25
P9306,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9307,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,1,0,0,10,2,1,568.7500,728,103.75,205,60,125,584,75
P9308,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,1,0,10,2,1,400.0000,952,91.25,190.5,40,127,420,75
P9309,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,1,10,2,1,400.0000,746,91.25,182.97,40,110,415,62.5
P9310,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9311,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9312,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9313,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9314,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9315,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9316,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,1,400.0000,513,110,144,40,88,411,56.25
P9317,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9318,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,1,0,10,2,1,400.0000,952,110,190.5,40,127,420,75
P9319,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,1,10,2,1,400.0000,746,110,182.97,40,110,415,68.75
P9320,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9321,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9322,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9323,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9324,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9325,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9326,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9327,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,10,2,1,568.7500,728,122.5,205,60,125,584,75
P9328,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9329,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,1,10,2,1,568.7500,1041,122.5,243.97,60,154,590,87.5
P9330,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9331,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9332,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9333,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9334,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9335,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9336,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9337,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9338,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,10,2,1,568.7500,1307,122.5,251.5,60,175,595,100
P9339,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9340,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9341,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9342,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9343,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9344,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9345,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9346,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9347,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9348,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9349,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,10,2,1,568.7500,1770,122.5,290.47,60,216,605,118.75
P9350,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,0,10,2,10,225.0000,287,0,81,25,65,231,31.25
P9351,BEELINE,Agile,Cross,45292,0,1,0,0,0,0,0,0,0,0,10,2,10,287.5000,365,0,104,30,80,295,37.5
P9352,BEELINE,Agile,Cross,45292,0,0,1,0,0,0,0,0,0,0,10,2,10,0.0000,5,25,0,0,5,1,6.25
P9353,BEELINE,Agile,Cross,45292,0,0,0,1,0,0,0,0,0,0,10,2,10,0.0000,5,18.75,0,0,5,1,6.25
P9354,BEELINE,Agile,Cross,45292,0,0,0,0,1,0,0,0,0,0,10,2,10,0.0000,5,18.75,0,0,5,1,6.25
P9355,BEELINE,Agile,Cross,45292,0,0,0,0,0,1,0,0,0,0,10,2,10,0.0000,5,28.75,0,0,5,1,6.25
P9356,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,1,0,0,0,10,2,10,0.0000,5,18.75,0,0,5,1,6.25
P9357,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,1,0,0,10,2,10,350.0000,443,12.5,126,35,100,359,50
P9358,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,1,0,10,2,10,0.0000,112,0,46.5,0,20,3,6.25
P9359,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,0,1,10,2,10,0.0000,51,0,38.97,0,10,2,6.25
P9360,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,10,400.0000,505,0,144,40,110,411,56.25
P9361,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,10,400.0000,505,0,144,40,110,411,56.25
P9362,BEELINE,Agile,Cross,45292,1,0,1,0,0,0,0,0,0,0,10,2,10,225.0000,287,25,81,25,65,231,31.25
P9363,BEELINE,Agile,Cross,45292,1,0,0,1,0,0,0,0,0,0,10,2,10,225.0000,287,18.75,81,25,65,231,31.25
P9364,BEELINE,Agile,Cross,45292,1,0,0,0,1,0,0,0,0,0,10,2,10,225.0000,287,18.75,81,25,65,231,31.25
P9365,BEELINE,Agile,Cross,45292,1,0,0,0,0,1,0,0,0,0,10,2,10,225.0000,292,28.75,81,25,65,231,31.25
P9366,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,1,0,0,0,10,2,10,225.0000,287,18.75,81,25,65,231,31.25
P9367,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,1,0,0,10,2,10,462.5000,584,12.5,167,50,130,475,62.5
P9368,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,1,0,10,2,10,225.0000,581,0,127.5,25,100,237,43.75
P9369,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,1,10,2,10,225.0000,438,0,119.97,25,85,234,37.5
P9370,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,10,400.0000,505,0,144,40,110,411,56.25
P9371,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,10,2,10,400.0000,505,0,144,40,110,411,56.25
P9372,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,10,400.0000,505,25,144,40,110,411,56.25
P9373,BEELINE,Agile,Cross,45292,1,1,0,1,0,0,0,0,0,0,10,2,10,400.0000,505,18.75,144,40,110,411,56.25
P9374,BEELINE,Agile,Cross,45292,1,1,0,0,1,0,0,0,0,0,10,2,10,400.0000,505,18.75,144,40,110,411,56.25
P9375,BEELINE,Agile,Cross,45292,1,1,0,0,0,1,0,0,0,0,10,2,10,400.0000,513,28.75,144,40,110,411,56.25
P9376,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,1,0,0,0,10,2,10,400.0000,505,18.75,144,40,110,411,56.25
P9377,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,1,0,0,10,2,10,568.7500,716,12.5,205,60,155,584,75
P9378,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,1,0,10,2,10,400.0000,944,0,190.5,40,160,419,68.75
P9379,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,1,10,2,10,400.0000,738,0,182.97,40,140,415,62.5
P9380,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,10,400.0000,505,25,144,40,110,411,56.25
P9381,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,10,400.0000,505,25,144,40,110,411,56.25
P9382,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,10,2,10,400.0000,505,25,144,40,110,411,56.25
P9383,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9384,BEELINE,Agile,Cross,45292,1,1,1,0,1,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9385,BEELINE,Agile,Cross,45292,1,1,1,0,0,1,0,0,0,0,10,2,10,400.0000,513,53.75,144,40,110,411,56.25
P9386,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,1,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9387,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,1,0,0,10,2,10,568.7500,716,37.5,205,60,155,584,75
P9388,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,1,0,10,2,10,400.0000,944,25,190.5,40,160,419,68.75
P9389,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,1,10,2,10,400.0000,738,25,182.97,40,140,415,62.5
P9390,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9391,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9392,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9393,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,10,2,10,400.0000,505,43.75,144,40,110,411,56.25
P9394,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9395,BEELINE,Agile,Cross,45292,1,1,1,1,0,1,0,0,0,0,10,2,10,400.0000,513,72.5,144,40,110,411,56.25
P9396,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,1,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9397,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,1,0,0,10,2,10,568.7500,716,56.25,205,60,155,584,75
P9398,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,1,0,10,2,10,400.0000,944,43.75,190.5,40,160,419,68.75
P9399,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,1,10,2,10,400.0000,738,43.75,182.97,40,140,415,62.5
P9400,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9401,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9402,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9403,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9404,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,10,2,10,400.0000,505,62.5,144,40,110,411,56.25
P9405,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9406,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,1,0,0,0,10,2,10,400.0000,505,81.25,144,40,110,411,56.25
P9407,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,1,0,0,10,2,10,568.7500,716,75,205,60,155,584,75
P9408,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,1,0,10,2,10,400.0000,944,62.5,190.5,40,160,419,75
P9409,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,1,10,2,10,400.0000,738,62.5,182.97,40,140,415,62.5
P9410,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9411,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9412,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9413,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9414,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9415,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,10,2,10,400.0000,513,91.25,144,40,110,411,56.25
P9416,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,10,2,10,400.0000,513,110,144,40,110,411,56.25
P9417,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,1,0,0,10,2,10,568.7500,728,103.75,205,60,160,584,81.25
P9418,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,1,0,10,2,10,400.0000,952,91.25,190.5,40,160,420,75
P9419,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,1,10,2,10,400.0000,746,91.25,182.97,40,140,415,68.75
